,id,song_title,artist,mp3,genre,votes
137,73fgJz7hXYuMeehXPhCZcJ,Honky Tonk Mood,Cody Johnson,https://p.scdn.co/mp3-preview/282db97082ee53ea41e1b775e0bf38ac0f2e9364?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0
136,0qCQg5TkfBfkTsQP3IhAmC,Southside Of Heaven,Ryan Bingham,https://p.scdn.co/mp3-preview/eec96b26537a0b66019c74ce7776e5dff87b0517?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0
135,5j4hSQH0KaAc8f6cimnXIT,Fire Away,Chris Stapleton,https://p.scdn.co/mp3-preview/f13eccef74c6ac8b3b31e914c6ff9d91ecd74ff8?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0
134,2Rk8fztS3B4ozeNjKtirHb,I'll Fly Away,Randall King,https://p.scdn.co/mp3-preview/cfdadf5d2af093609f08aca7b942e11cc180a40f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,traditional,2.0
0,0NCnQYoe5YdxFjJQgEM5rX,Fuss & Fight,Koe Wetzel,https://p.scdn.co/mp3-preview/13f321779931e5a99768c06f34c2a1615cd835db?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,8.0
2,189D3XLBjj2YTCTD6QKdJY,JACK,HARDY,https://p.scdn.co/mp3-preview/382a7126a882c90adaea54993414847da6a10bb1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,7.0
3,4NJjWHBLbon4OjbCfVMWkh,Outlaws & Outsiders,Cory Marks,https://p.scdn.co/mp3-preview/b1fb478b066faad474b623dbc57eaed997748e55?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,7.0
1,0Rxgdpe1zgZ6ZzHgxSaYEJ,Waiting for the Thunder,Blackberry Smoke,https://p.scdn.co/mp3-preview/6779c3a64398c28153e0e89dfe2c796237164a68?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,7.0
4,4ua94LvtGZlGsZVlvMJCUS,We Ride,Bryan Martin,https://p.scdn.co/mp3-preview/00f61051c090d7a75b5363cc5d687612df2dc31e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,6.0
5,3I56OBwJkDAyt9L00c8ois,SOLD OUT,HARDY,https://p.scdn.co/mp3-preview/3f73028eb4131230a601b0ea33b3f105656df782?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,6.0
6,372rbkxOwppdwGBF0wDXow,Whistlin' Dixie,Randy Houser,https://p.scdn.co/mp3-preview/a3198b62fc7f79ebfa038be82bc7bc657ab2a09b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,6.0
7,0r8iDf65NHgFgZOGLwj5r8,What Was I Thinkin',Dierks Bentley,https://p.scdn.co/mp3-preview/1e3ba541f4157af318bf6a5f0ba93e474d79e402?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,6.0
12,1vscizuuPwkwC1cc5N5KQV,Don't Come Lookin',Jackson Dean,https://p.scdn.co/mp3-preview/c5bd8485e14c7f535efef034a2ae5f6db5af1c51?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0
16,4F880Aeo2WO7N0lULjWgzm,Shoot From The Hip,Brothers Osborne,https://p.scdn.co/mp3-preview/36a95f428bdcab89c5942990b2f93c7fd8854686?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0
14,2SncBUzb3UsejCoo4NHhtk,What Do I Know (feat. HARDY),Robert Counts,https://p.scdn.co/mp3-preview/3bd00e1978acfd99d804b79838c1eea673829364?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0
13,73NzYbpaYvQ7JfpjztFESL,TRUCK BED,HARDY,https://p.scdn.co/mp3-preview/4faac54b02d4fc94bd5af262e1014624271ded13?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0
15,5KcBudCONtFGSI4c9YAH5u,Better Off,Hayden Coffman,https://p.scdn.co/mp3-preview/464322b059e9810d1741ae017e5ef8e637a6199d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0
11,08wJ1B9yu9sPeoRa5fbpr3,It Ain't My Fault,Brothers Osborne,https://p.scdn.co/mp3-preview/f6d37af8a891914ebc53a54c66d6d17f72515e7d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0
9,0WyFpxYlBCgH1gMXd26OOr,Flatliner (feat. Dierks Bentley),Cole Swindell,https://p.scdn.co/mp3-preview/42f2cf75b47deb92600cec47d38e9e587433a321?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0
8,5EdBMq8ChkcIhegMPzVWCT,Poor Everybody Else,Carrie Underwood,https://p.scdn.co/mp3-preview/bed3e79a1ae15f368df0e66d59e764a5df514ada?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0
10,2EuSpBqoWsE5ohMBCXXUHO,Fire On Wheels,Kip Moore,https://p.scdn.co/mp3-preview/09846c9ecdc10cdd7a787239c238f5e02d6dc595?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,5.0
40,3olGkpomYOWwRZsbFTZqiX,Devil Always Made Me Think Twice,Chris Stapleton,https://p.scdn.co/mp3-preview/7fee31d53d5ff18d909dcdb7856e59bb6cf1f532?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
34,2ixkIrn45mNfdLDLHuyfRt,23,Chayce Beckham,https://p.scdn.co/mp3-preview/178390ef5ac403a331c50b4797daa8799b9c3434?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
35,7K4VxvIXXbDbaVn6ARbch1,Boots On,Randy Houser,https://p.scdn.co/mp3-preview/6b7932ed3b91b7a5117a7e19d0dfb7347f093990?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
36,0Mt1EgjhezhBXd1WUmsWhn,Hard Out Here For A Country Boy,The Cadillac Three,https://p.scdn.co/mp3-preview/a95468dd82f84abbb5a379a5cdba7dbbb45a814f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
37,6i0VZ0uDSkj669YuEi1oa3,County Roads,Elvie Shane,https://p.scdn.co/mp3-preview/ea91b1ad423b161c03feafd7c4ff634b98252710?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
39,0tZIR4O5WX47JBC1TCcxxY,Frogman,Whiskey Myers,https://p.scdn.co/mp3-preview/ad95c40f0a4f527e02747e13c87d9585132f2923?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
42,5ETe7SElBIgm2NAZY3SpX4,Days of Gold,Jake Owen,https://p.scdn.co/mp3-preview/6fbde1b48bbd43c609bc0329a51b17a8fc3e4831?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
41,2quBiVjw1oY14H8fgW78as,Right or Wrong,Read Southall Band,https://p.scdn.co/mp3-preview/3bc1a941155df0dcc376dc6709fbee8c6faf87e3?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
43,0oTGa77jJ1H5joTG5SvxFj,Second One To Know,Chris Stapleton,https://p.scdn.co/mp3-preview/3a225f39386f81200f13207d13ca6a2c23babc05?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
44,36aPwIgCEOfeRSmIgDypWQ,Y'allsome,Pryor & Lee,https://p.scdn.co/mp3-preview/232989d5db7ed98a39f121e0f4c73c373fe6cf25?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
45,1e6l0mH2m4zBJxrnZLIwo4,For a Beer,Taylor Phillips,https://p.scdn.co/mp3-preview/abc7d58dc6d436933f9b89ba56ea2f88b118b939?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
46,1ONzSL8Plw5xoFmmDPl0zA,Up To No Good,Warren Zeiders,https://p.scdn.co/mp3-preview/0bb857104fcb97066ab2adae7ff2fb43a82105c0?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
32,6pMR5gZyVQQFIzh0NAvX41,4 X 4 Play,Blackjack Billy,https://p.scdn.co/mp3-preview/49dd05b1d0c7ff71446c2a1c787854c9e5c32417?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
33,0MDFaaKSyNrt4aZtJvqirX,Payback (feat. The Cadillac Three),Ryan Hurd,https://p.scdn.co/mp3-preview/19e14e1c80c3030479ca614ca4ddd332666cc7f8?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
38,7aQWQSrLhPuRbHUewe6HLB,Let the Rain Come Down,The Steel Woods,https://p.scdn.co/mp3-preview/f810f1bcb435fb0ebded007d7e46a046f985ae2c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
31,5gVCfYmQRPy1QJifP8f5gg,Fall In Love,Bailey Zimmerman,https://p.scdn.co/mp3-preview/f5b11894ee3b361b2cf82153822fa285a9b732d6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
23,5u0VRvkQ9iklgcVw631pJu,Blame It On The Double (feat. Tyler Connolly of Theory of a Deadman & Jason Hook),Cory Marks,https://p.scdn.co/mp3-preview/77c583a0e17b01b9d0a77c28cdfff543ac7ec877?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
30,2WKCH4ISejDV9ad7iPp5XU,5-1-5-0,Dierks Bentley,https://p.scdn.co/mp3-preview/d6169ecbdd71908c2d0af3b9ed241287ce91f733?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
17,7vVsDu0gTg6oZtrKy7pXcW,Can I Get an Outlaw,Luke Combs,https://p.scdn.co/mp3-preview/39dfeffc9446c29bff69e20bcaeb3eae7a27be47?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
19,6tInq1Sn2eehdsQGA9Aafh,Midnight Train To Memphis,Chris Stapleton,https://p.scdn.co/mp3-preview/a10ffd063e2b2acce50861afa1e1920c7a07dfaa?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
20,0ya80Qhw7hgeJp2L6zvxcj,Shoot Me Straight - Radio Edit,Brothers Osborne,https://p.scdn.co/mp3-preview/8b204624d414e6528103b0bf9620d297ba342706?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
21,6n8867qPhHITHka3ZJYjr8,The Country Boy Song (feat. Earl Dibbles Jr.),Granger Smith,https://p.scdn.co/mp3-preview/8a6b3eb54d5c0d0b0bd376b9bc8fbd05d4d465f5?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
22,5u1gJ956WPF41Xqhf72d22,Long Haired Country Boy (feat. The Rockin' CJB),Cody Johnson,https://p.scdn.co/mp3-preview/1937bda9fcd3c17eea7540ad0f8b167d8ed5a3c1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
18,01ZepwW5W3Z4fwl4bzaHyY,Kick It In The Sticks,Brantley Gilbert,https://p.scdn.co/mp3-preview/c6b3a25cd298017415eb66976f08acad1860e6ad?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
24,53Dj5PCDhb22qWqmre3YQs,Aw Naw,Chris Young,https://p.scdn.co/mp3-preview/ad5a4db4b53788672be97b19671ef19571d6beac?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
26,65IHmBagtQrYRcJd8a47zv,He Went To Jared (HARDY feat. Morgan Wallen),HIXTAPE,https://p.scdn.co/mp3-preview/c3f52679bb983e6df5dee9854914fc6e27ce605a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
27,0ZyATfTcQN9uXNbdJEDlAP,Welcome to the Show,Cody Johnson,https://p.scdn.co/mp3-preview/65e402d8f9355f9ebadef77cc25fad8f34cd4a68?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
28,3X0773BLlMv6RMq0wkZZAk,"Turn You Down (HARDY feat. Morgan Wallen, Zakk Wylde)",HIXTAPE,https://p.scdn.co/mp3-preview/98b747c68b7431482c702340aec08208fa6318e4?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
25,5XsFHtfZJ8yHRWvKK4uQWO,Let There Be Cowgirls,Chris Cagle,https://p.scdn.co/mp3-preview/0a732da6cf7d0776bc829bf4f5513e2352ee9c36?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
29,0XjXQDJpajDzCdpazp1562,Eight Second Ride,Jake Owen,https://p.scdn.co/mp3-preview/8427a26525fb7a3f69f60dc2dfa9012d2580c1e9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,4.0
86,3oFNK5MKR6TThG7zL5U8QX,Never Left Memphis,Austin Jenckes,https://p.scdn.co/mp3-preview/305d4d5cb529b26eb889b776b417682d70ffdfcb?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
91,4Vqhd4iIm8rzXg3nGvOV5B,Tabasco & Sweet Tea,The Cadillac Three,https://p.scdn.co/mp3-preview/675c865b1c57b92b25d37427f2ad668a447f09c7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
90,3bDXhWsPiFTHtrsMg5faL2,What Makes You Country,Luke Bryan,https://p.scdn.co/mp3-preview/f439b1671fe469d000abb98b2a77f96ccbbaccf9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
89,4UaVc38NkRhcyFYklkgxbf,Ain't My Day,Corey Kent,https://p.scdn.co/mp3-preview/bfb1c77b7f4c2ffda732b0a527ed60aae640de62?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
88,5AGcr7ylW6rE1ubX8EfYRR,Bones,Carson Beyer,https://p.scdn.co/mp3-preview/22b6e6a87c77c42c5ee87a6e3bf8507c1924f953?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
87,4ugWvzQsCcIisB5ouo3PHE,Heartache Off My Back,Kendell Marvel,https://p.scdn.co/mp3-preview/d6da9a34f9a27890d0b9f2dcb1900fe794c61e89?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
84,5jsFP9UeOXngDEslmUVozc,Till the Wheels Fall Off,Blackberry Smoke,https://p.scdn.co/mp3-preview/c07633ed110f71a62fe0c24896b5679b613a7dfe?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
85,7M68YTelBnT9P1eO1idOOs,Blame It On Waylon,Josh Thompson,https://p.scdn.co/mp3-preview/21e4e8971bd20e867bcd787949466f8c99f3f775?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
83,5lGwwBBuLPazDtYTkKvbxQ,Sound of the South,Kaleb Austin,https://p.scdn.co/mp3-preview/799e6a1b5a22f20def9f681a91529115b9f668a3?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
82,0abANNHp13fykWCm2PRDN6,"Red, White And Blue",Travis Denning,https://p.scdn.co/mp3-preview/8e8df29f15141e70b8107eb26f6de4d0dfad7564?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
81,2FQyz928pfiLBdefjaMx5u,Slide,The Cadillac Three,https://p.scdn.co/mp3-preview/7e2c7ca5c4952b0c000b6996ae28c3ed80a562be?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
93,3crxySebCike4UZq4SvzxT,Truck Yeah,Tim McGraw,https://p.scdn.co/mp3-preview/1d3cddaa6edd5b97802f7f3bdb374e3cafdb0ac3?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
80,30tNJbzSwy4FGyOJu4cD86,Party Like You,The Cadillac Three,https://p.scdn.co/mp3-preview/d1fb53369aa15ae093b415f6a827c0af1f1f4134?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
92,0E2VoyCHqPn47yGMVgQmrK,April Showers,Koe Wetzel,https://p.scdn.co/mp3-preview/6969a2997570ec60760a248c0397c3bfc0f370e1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
102,7cokvE1fABqkJL8FgUiBcS,Martha Divine,Ashley McBryde,https://p.scdn.co/mp3-preview/b967e8c79d193b0537e9326efb2863a001cea862?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
94,4OFh1cyIE0Ycd0LbNl9WgX,I'm Not For Everyone,Brothers Osborne,https://p.scdn.co/mp3-preview/7e93fb80a74d535894f8cb07b6c3df103751c7b9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
95,50wplGw8gfqUx04sZQOzve,Old School’s In,Heath Sanders,https://p.scdn.co/mp3-preview/357457a6a592565b8066de3e6a3dbdb8cb89d2ec?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
96,0F7Kxrd27Q1jYhnKVoWnUa,Your Momma Still Does,Ashland Craft,https://p.scdn.co/mp3-preview/01c0bb6810bb4eb3a70fc85be69b8f1c70ff3b1d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
98,3JUT20Ycry03hgIbMSSBzV,Small Town Throwdown,Brantley Gilbert,https://p.scdn.co/mp3-preview/f86fa5a246444328c1a47805a908d6e835610d79?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
99,04YKO5t4AZrsqKfGhhUb2j,Ride the Lightning - 717 Tapes,Warren Zeiders,https://p.scdn.co/mp3-preview/f79da13194e0d98d471aed7f0c3ba85ccb768de1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
100,4JNdKmSZRsYDBwhIgZpa5M,Don't Tread on Me (feat. Earl Dibbles Jr.),Granger Smith,https://p.scdn.co/mp3-preview/3dc5e93501127a422a23c9dba7374d6558d442c9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
101,0CrhIYKizM7cLxJVh2AocH,Read Me My Rights,Brantley Gilbert,https://p.scdn.co/mp3-preview/6e335a7affef934c302f479570b68469a9488900?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
103,5GqFHxvAVUmZPdAFj6THjD,Change,Bailey Zimmerman,https://p.scdn.co/mp3-preview/ad5b8c88e7d0de8af2adba7da9fea7493fe1ce51?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
104,454JIJlQ8GvrCoBvSfq3KA,Country Must Be Country Wide,Brantley Gilbert,https://p.scdn.co/mp3-preview/726cbced6fe502597683399e021c9b523768a288?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
105,7airkEETmcJexnUXg8BrTD,Redneck Life,Chris Janson,https://p.scdn.co/mp3-preview/3c63b6b9ce97a94ba9922656bf95923f5bfd241c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
106,44uPR8hTkZmXh40uIx30WK,How 'Bout You,Eric Church,https://p.scdn.co/mp3-preview/a87f5a027d8ed776fcd017b2d056801b93b16415?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
107,7aEtlGHoiPAfRB084NiDmx,Beer Never Broke My Heart,Luke Combs,https://p.scdn.co/mp3-preview/c7f6e8d82c8f97ca31cd48fdb366e77a42544e1d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
108,7MevrbPAGEaw1IgkaBmv82,Play Something Country,Brooks & Dunn,https://p.scdn.co/mp3-preview/1e2c9407f615aa87a77bfa1a1e1cccf206470d2e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
78,215FCyLSBcXeX0NASXEjyn,My Kinda Party,Jason Aldean,https://p.scdn.co/mp3-preview/7e5b8df998ddd9a5465e589708a00370048ff39e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
79,5rUC54BQV0Zhj0iIxcNYne,Trailer Park,Jackson Dean,https://p.scdn.co/mp3-preview/81a82209538b5ad7c3e5873ecc0d04791725b623?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
97,51WNjmzTaO4kBTM7xBQP9h,Antioch,Whiskey Myers,https://p.scdn.co/mp3-preview/98aea620f3ae628b200bbb3369a33afa86a6041c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
77,201isOWplOLAm1bZbtRPiE,Break It Kind Of Guy,Eric Church,https://p.scdn.co/mp3-preview/2fd01f2ad7c122ed3465f869b8eee6b8e23d2911?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
61,6oX6Z8IRcQoE5c1huBv4hU,Labels,The Cadillac Three,https://p.scdn.co/mp3-preview/27a6c19ac162bd6c3b3188d2d88d94c0739ac58c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
76,1ytcL1DNTMly6tmYUrAdPl,Train,Manny Blu,https://p.scdn.co/mp3-preview/fd23723886f982fe0d3fd8e29155497cabd1ab3a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
47,5HGibWoxnkYSkl6mHmAlOE,That's My Kind Of Night,Luke Bryan,https://p.scdn.co/mp3-preview/9bf5574e581495f688d29af8203943f58f664b89?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
48,2WVHl9NBV7qqkocj6Bsgqo,Waiting for the Thunder,Blackberry Smoke,https://p.scdn.co/mp3-preview/6779c3a64398c28153e0e89dfe2c796237164a68?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
49,5ImqyYZ3zgraskdflX6Cdc,Blacked Out,Katie Noel,https://p.scdn.co/mp3-preview/4793677fe65ebe2224d90507063fc98220ee8aec?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
50,0S2e09dlc561hiVKan4sgY,Jesus and Joan Jett,Kasey Tyndall,https://p.scdn.co/mp3-preview/888bae3a6667042c57fb06f6985c0a8cf0ff7d06?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
51,0zEAZTsPl7VXJJ6vx2iAkZ,Built Different,Casey Donahew,https://p.scdn.co/mp3-preview/55653dd0c2cd6ddc195653fa98fedc20ac18fcc4?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
52,2aiqoeeJkgAzpQUqV0Znfh,Cowboy Up,Dry County,https://p.scdn.co/mp3-preview/a41a5e05674a3d7394c7eb0dfffcd5f2b977162e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
54,2n6YMK1vCr5xkDVJ7MdQHw,Hold My Horses,Madeline Edwards,https://p.scdn.co/mp3-preview/8bd447e3e383975ce3665aa7b20459d20eb0a6cb?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
55,2bVeUlOC5JjTpkQXuUUoYm,GIVE HEAVEN SOME HELL,HARDY,https://p.scdn.co/mp3-preview/2a55cb9aaeaa57f0c844fc212e58f148940e750b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
56,5Q2X9PQPTTnz36Covdja5K,Diesel (feat. Earl Dibbles Jr.),Granger Smith,https://p.scdn.co/mp3-preview/3554612e0965975ac67e6dc05a60c8d9b243a3a3?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
57,5YUddRPJ6RHcr9HqD4JZrm,The Jam,The Cadillac Three,https://p.scdn.co/mp3-preview/5beab804aa28ca20c08e35dbf759ca9b9abfa154?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
58,0cIrXiEPOLClwGcc2q64Qv,The Wolf,Whiskey Myers,https://p.scdn.co/mp3-preview/f99ed5493ca6e33b2b211d32b5c3f638077afbc0?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
59,2Q9oePSJXYu74fE3ZUR5XX,Lone Wolf,Eric Church,https://p.scdn.co/mp3-preview/259e1f0ab211905fcca750c101a94fdbcd4c0e6d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
60,6zqSYGnRnqwpNpCGI5dVfL,Ride It Hard,Warren Zeiders,https://p.scdn.co/mp3-preview/594c57212f40c61f116ae27709e80c58453d0c85?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
53,5dHF4UXvJ70xefCqD2Wj9N,Fire Up The Night (feat. HARDY),Blake Shelton,https://p.scdn.co/mp3-preview/d10ac7d66eb83e1f5d9f58e9e29bcc9b427956c1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
62,6qjcR3YhnmZ8qT7BGOXLR6,Take It Outside,Brantley Gilbert,https://p.scdn.co/mp3-preview/99cf479433e5f924bef1a12fe363412caa8eda92?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
69,1HxcB2FgfYVhkbqNMCmq1O,Money Spent,Koe Wetzel,https://p.scdn.co/mp3-preview/662492832806d8f87c53f696dbd10ed5e42d164a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
75,0kUhkfPFkj5WNkGOKjoQxb,Black Motorcycle,Kassi Ashton,https://p.scdn.co/mp3-preview/3e9d9cee123c7eedefcb498a3d5de96a3f03b0a9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
63,6qoH2pKeEibNUG1pnJIjmZ,Move,Luke Bryan,https://p.scdn.co/mp3-preview/e1362124ecded3d2bdd9f9fcdcf51058fc758069?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
73,5jROdl6MhcmP3O7h2sVgtw,Parachute,Chris Stapleton,https://p.scdn.co/mp3-preview/edb290a30f0f78050a89a344e8ed369b0f9e6f81?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
72,1cktZnxiONH0hR6Q3DKy8h,Drink In My Hand,Eric Church,https://p.scdn.co/mp3-preview/e79615e9c19753eb2ad126e4ab31ed286a3e0d6b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
74,1dyxS3YzBbL0t8rEVwVQ1K,God's Country,Blake Shelton,https://p.scdn.co/mp3-preview/1e7cf5deb871f4c2e7c85b82fa3e65f2c31033e7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
70,0pE4AMTKXsXRwCJWFLtqx5,All It Cost Me Was Everything,Cody Jinks,https://p.scdn.co/mp3-preview/f072c9a944f3847ff095b0016e24d8853d54c8c9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
71,6VKjdUk3JEbeBXv1IusK5M,Kiss My Country Ass,Blake Shelton,https://p.scdn.co/mp3-preview/39cb6f856fed9002b0154d7e3e1ba715a94e8daf?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
68,1H5I9ObhTNdSvcIJnM5CoT,Call It Country,Travis Denning,https://p.scdn.co/mp3-preview/33c4ea270a8b5621cb43c2f521e9c6ca7b1a679f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
67,195mrkimwg8VlWYuCxrXSz,Bloodline,Heath Sanders,https://p.scdn.co/mp3-preview/f04be15737e9d9158d07b318ca627b17bde97f60?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
66,0wCXdCprsEdga0yF9rBuFp,Cottonmouth (Rock Mix),Rvshvd,https://p.scdn.co/mp3-preview/00783274b9d0ea00857b92e8bc133ac4a1b1399f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,3.0
